16:46:54.365484 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:46:58.428201 IP 192.168.139.144.netbios-ns > 192.168.139.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
16:46:58.608923 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:46:59.367769 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:46:59.928849 IP 192.168.139.144.netbios-ns > 192.168.139.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
16:47:00.365669 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:47:01.342994 ARP, Request who-has 192.168.139.144 (Broadcast) tell 192.168.139.142, length 46
16:47:01.343423 ARP, Reply 192.168.139.144 is-at 00:0c:29:9c:ce:04 (oui Unknown), length 46
16:47:01.426673 IP 192.168.139.144.netbios-ns > 192.168.139.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
16:47:01.545375 IP 192.168.139.142.48732 > 192.168.139.2.domain: 52543+ PTR? 144.139.168.192.in-addr.arpa. (46)
16:47:01.550107 IP 192.168.139.2.domain > 192.168.139.142.48732: 52543 NXDomain 0/1/0 (114)
16:47:01.552079 IP 192.168.139.142.45297 > 192.168.139.144.microsoft-ds: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.711388 IP 192.168.139.144.6789 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.711428 IP 192.168.139.144.nntp > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.711598 IP 192.168.139.144.5987 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.711727 IP 192.168.139.144.33899 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.711784 IP 192.168.139.144.1070 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.711799 IP 192.168.139.144.7402 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.711849 IP 192.168.139.144.1064 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.711860 IP 192.168.139.144.9898 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.711903 IP 192.168.139.144.1123 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.711915 IP 192.168.139.144.1533 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.711956 IP 192.168.139.144.32782 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.711968 IP 192.168.139.144.7025 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.712005 IP 192.168.139.144.407 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.712017 IP 192.168.139.144.10002 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.712057 IP 192.168.139.144.cmip-man > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.712071 IP 192.168.139.144.1864 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.712107 IP 192.168.139.144.50001 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.712119 IP 192.168.139.144.2383 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.712158 IP 192.168.139.144.7070 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.712169 IP 192.168.139.144.4125 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.712210 IP 192.168.139.144.2190 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.712223 IP 192.168.139.144.9503 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.712303 IP 192.168.139.144.1061 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.712316 IP 192.168.139.144.16018 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.712360 IP 192.168.139.144.5550 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.712374 IP 192.168.139.144.9099 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.712414 IP 192.168.139.144.48080 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.712594 IP 192.168.139.142.45297 > 192.168.139.144.isisd: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.712613 IP 192.168.139.142.45297 > 192.168.139.144.bacula-sd: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.712689 IP 192.168.139.142.45297 > 192.168.139.144.19842: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.712705 IP 192.168.139.142.45297 > 192.168.139.144.52869: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.712748 IP 192.168.139.142.45297 > 192.168.139.144.afs3-callback: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.712805 IP 192.168.139.142.45297 > 192.168.139.144.1002: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.712819 IP 192.168.139.142.45297 > 192.168.139.144.1068: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.712897 IP 192.168.139.142.45297 > 192.168.139.144.8042: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.712912 IP 192.168.139.142.45297 > 192.168.139.144.2008: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.712984 IP 192.168.139.142.45297 > 192.168.139.144.625: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.712999 IP 192.168.139.142.45297 > 192.168.139.144.32784: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.713078 IP 192.168.139.142.45297 > 192.168.139.144.57797: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.713093 IP 192.168.139.142.45297 > 192.168.139.144.32777: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.713170 IP 192.168.139.142.45297 > 192.168.139.144.1688: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.713185 IP 192.168.139.142.45297 > 192.168.139.144.1805: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.713265 IP 192.168.139.142.45297 > 192.168.139.144.10629: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.713285 IP 192.168.139.142.45297 > 192.168.139.144.9594: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.713359 IP 192.168.139.142.45297 > 192.168.139.144.1000: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.713374 IP 192.168.139.142.45297 > 192.168.139.144.6543: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.713451 IP 192.168.139.142.45297 > 192.168.139.144.49160: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.713466 IP 192.168.139.142.45297 > 192.168.139.144.2030: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.713542 IP 192.168.139.142.45297 > 192.168.139.144.8008: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.713557 IP 192.168.139.142.45297 > 192.168.139.144.2288: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.713677 IP 192.168.139.144.57294 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.713691 IP 192.168.139.144.isisd > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.713768 IP 192.168.139.144.bacula-sd > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.713784 IP 192.168.139.144.19842 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.713888 IP 192.168.139.144.52869 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.713905 IP 192.168.139.144.afs3-callback > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.713948 IP 192.168.139.144.1002 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.713962 IP 192.168.139.144.1068 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.714034 IP 192.168.139.144.8042 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.714048 IP 192.168.139.144.2008 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.714115 IP 192.168.139.144.625 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.714129 IP 192.168.139.144.32784 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.714174 IP 192.168.139.144.57797 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.714187 IP 192.168.139.144.32777 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.714229 IP 192.168.139.144.1688 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.714241 IP 192.168.139.144.1805 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.714287 IP 192.168.139.144.10629 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.714299 IP 192.168.139.144.9594 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.714336 IP 192.168.139.144.1000 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.714348 IP 192.168.139.144.6543 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.714389 IP 192.168.139.144.49160 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.714402 IP 192.168.139.144.2030 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.714439 IP 192.168.139.144.8008 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.714485 IP 192.168.139.142.45297 > 192.168.139.144.54328: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.714497 IP 192.168.139.142.45297 > 192.168.139.144.3920: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.714549 IP 192.168.139.142.45297 > 192.168.139.144.moira-update: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.714563 IP 192.168.139.142.45297 > 192.168.139.144.3006: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.714637 IP 192.168.139.142.45297 > 192.168.139.144.gsiftp: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.714651 IP 192.168.139.142.45297 > 192.168.139.144.xtell: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.714722 IP 192.168.139.142.45297 > 192.168.139.144.aol: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.714737 IP 192.168.139.142.45297 > 192.168.139.144.2179: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.714785 IP 192.168.139.142.45297 > 192.168.139.144.5999: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.714844 IP 192.168.139.142.45297 > 192.168.139.144.6112: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.714858 IP 192.168.139.142.45297 > 192.168.139.144.6389: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.714933 IP 192.168.139.142.45297 > 192.168.139.144.30718: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.714948 IP 192.168.139.142.45297 > 192.168.139.144.ospfapi: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.715022 IP 192.168.139.142.45297 > 192.168.139.144.28201: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.715037 IP 192.168.139.142.45297 > 192.168.139.144.1087: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.715116 IP 192.168.139.142.45297 > 192.168.139.144.x11-7: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.715135 IP 192.168.139.142.45297 > 192.168.139.144.1058: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.715209 IP 192.168.139.142.45297 > 192.168.139.144.2492: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.715224 IP 192.168.139.142.45297 > 192.168.139.144.4004: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.715302 IP 192.168.139.142.45297 > 192.168.139.144.1334: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.715317 IP 192.168.139.142.45297 > 192.168.139.144.259: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.715457 IP 192.168.139.142.45297 > 192.168.139.144.4998: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.715473 IP 192.168.139.142.45297 > 192.168.139.144.5500: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.715513 IP 192.168.139.142.45297 > 192.168.139.144.3390: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.715527 IP 192.168.139.142.45297 > 192.168.139.144.11967: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.715564 IP 192.168.139.142.45297 > 192.168.139.144.40911: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.715594 IP 192.168.139.144.2288 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.715600 IP 192.168.139.144.54328 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.715639 IP 192.168.139.144.3920 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.715652 IP 192.168.139.144.moira-update > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.715693 IP 192.168.139.144.3006 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.715705 IP 192.168.139.144.gsiftp > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.715743 IP 192.168.139.144.xtell > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.715754 IP 192.168.139.144.aol > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.715827 IP 192.168.139.144.2179 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.715840 IP 192.168.139.144.5999 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.715912 IP 192.168.139.144.6112 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.715926 IP 192.168.139.144.6389 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.715969 IP 192.168.139.144.30718 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.716020 IP 192.168.139.144.ospfapi > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.716033 IP 192.168.139.144.28201 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.716074 IP 192.168.139.144.1087 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.716133 IP 192.168.139.144.x11-7 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.716145 IP 192.168.139.144.1058 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.716186 IP 192.168.139.144.2492 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.716240 IP 192.168.139.144.4004 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.716254 IP 192.168.139.144.1334 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.716294 IP 192.168.139.144.259 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.716350 IP 192.168.139.144.4998 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.716364 IP 192.168.139.144.5500 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.716434 IP 192.168.139.144.3390 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.716448 IP 192.168.139.144.11967 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.716521 IP 192.168.139.142.45297 > 192.168.139.144.1271: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.716637 IP 192.168.139.144.40911 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.716787 IP 192.168.139.144.1271 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.719546 IP 192.168.139.142.45297 > 192.168.139.144.49157: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.719555 IP 192.168.139.142.45297 > 192.168.139.144.2323: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.719597 IP 192.168.139.142.45297 > 192.168.139.144.1641: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.719602 IP 192.168.139.142.45297 > 192.168.139.144.311: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.719629 IP 192.168.139.142.45297 > 192.168.139.144.4662: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.719633 IP 192.168.139.142.45297 > 192.168.139.144.32778: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.719680 IP 192.168.139.142.45297 > 192.168.139.144.17877: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.719686 IP 192.168.139.142.45297 > 192.168.139.144.1296: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.719726 IP 192.168.139.144.49157 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.719779 IP 192.168.139.142.45297 > 192.168.139.144.1108: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.719784 IP 192.168.139.142.45297 > 192.168.139.144.1984: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.719801 IP 192.168.139.142.45297 > 192.168.139.144.1034: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.719805 IP 192.168.139.142.45297 > 192.168.139.144.30000: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.719830 IP 192.168.139.142.45297 > 192.168.139.144.4006: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.719834 IP 192.168.139.142.45297 > 192.168.139.144.9878: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.719857 IP 192.168.139.144.2323 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.719861 IP 192.168.139.144.1641 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.719889 IP 192.168.139.144.311 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.719902 IP 192.168.139.142.45297 > 192.168.139.144.1075: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.719905 IP 192.168.139.142.45297 > 192.168.139.144.9000: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.719978 IP 192.168.139.142.45297 > 192.168.139.144.echo: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.719984 IP 192.168.139.142.45297 > 192.168.139.144.9968: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.720013 IP 192.168.139.142.45297 > 192.168.139.144.daytime: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.720018 IP 192.168.139.142.45297 > 192.168.139.144.5226: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.720041 IP 192.168.139.144.4662 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.720044 IP 192.168.139.144.32778 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.720062 IP 192.168.139.144.17877 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.720075 IP 192.168.139.142.45297 > 192.168.139.144.radius: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.720078 IP 192.168.139.142.45297 > 192.168.139.144.8800: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.720103 IP 192.168.139.144.1296 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.720141 IP 192.168.139.142.45297 > 192.168.139.144.20828: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.720145 IP 192.168.139.142.45297 > 192.168.139.144.2875: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.720170 IP 192.168.139.144.1108 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.720205 IP 192.168.139.142.45297 > 192.168.139.144.1503: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
