16:42:33.364744 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:42:34.584768 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:42:35.367527 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:42:36.364221 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:42:37.700042 ARP, Request who-has 192.168.139.144 (Broadcast) tell 192.168.139.142, length 46
16:42:37.700468 ARP, Reply 192.168.139.144 is-at 00:0c:29:9c:ce:04 (oui Unknown), length 46
16:42:37.901792 IP 192.168.139.142.56367 > 192.168.139.2.domain: 51859+ PTR? 144.139.168.192.in-addr.arpa. (46)
16:42:37.913834 IP 192.168.139.2.domain > 192.168.139.142.56367: 51859 NXDomain 0/1/0 (114)
16:42:37.915952 IP 192.168.139.142.56447 > 192.168.139.144.imap2: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:50.966685 IP 192.168.139.142.56447 > 192.168.139.144.3031: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:50.967219 IP 192.168.139.144.3031 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:51.047403 IP 192.168.139.142.56447 > 192.168.139.144.omniorb: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:51.047828 IP 192.168.139.144.omniorb > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:51.131660 IP 192.168.139.142.56447 > 192.168.139.144.306: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:51.132170 IP 192.168.139.144.306 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:51.212130 IP 192.168.139.142.56447 > 192.168.139.144.8200: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:51.212642 IP 192.168.139.144.8200 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:51.293355 IP 192.168.139.142.56448 > 192.168.139.144.306: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:51.293772 IP 192.168.139.144.306 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:51.366958 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:42:51.375105 IP 192.168.139.142.56447 > 192.168.139.144.9595: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:51.375582 IP 192.168.139.144.9595 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:51.459414 IP 192.168.139.142.56447 > 192.168.139.144.15000: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:51.459944 IP 192.168.139.144.15000 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:51.540828 IP 192.168.139.142.56447 > 192.168.139.144.35500: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:51.541344 IP 192.168.139.144.35500 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:51.624188 IP 192.168.139.142.56447 > 192.168.139.144.8994: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:51.624712 IP 192.168.139.144.8994 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:51.705272 IP 192.168.139.142.56448 > 192.168.139.144.35500: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:51.705793 IP 192.168.139.144.35500 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:51.787374 IP 192.168.139.142.56447 > 192.168.139.144.2522: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:51.787887 IP 192.168.139.144.2522 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:51.875568 IP 192.168.139.142.56447 > 192.168.139.144.4444: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:51.876084 IP 192.168.139.144.4444 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:51.955939 IP 192.168.139.142.56447 > 192.168.139.144.541: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:51.956456 IP 192.168.139.144.541 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:52.036738 IP 192.168.139.142.56447 > 192.168.139.144.5510: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:52.037141 IP 192.168.139.144.5510 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:52.117501 IP 192.168.139.142.56448 > 192.168.139.144.541: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:52.117964 IP 192.168.139.144.541 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:52.198242 IP 192.168.139.142.56447 > 192.168.139.144.10626: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:52.198758 IP 192.168.139.144.10626 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:52.608730 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:42:53.284610 IP 192.168.139.142.56447 > 192.168.139.144.x11-4: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.284911 IP 192.168.139.142.56447 > 192.168.139.144.2002: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.285067 IP 192.168.139.142.56447 > 192.168.139.144.1165: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.285219 IP 192.168.139.142.56447 > 192.168.139.144.1066: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.285363 IP 192.168.139.142.56447 > 192.168.139.144.2500: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.285511 IP 192.168.139.142.56447 > 192.168.139.144.3945: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.285651 IP 192.168.139.142.56447 > 192.168.139.144.1114: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.285755 IP 192.168.139.142.56447 > 192.168.139.144.1721: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.285905 IP 192.168.139.142.56447 > 192.168.139.144.socks: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.286049 IP 192.168.139.142.56447 > 192.168.139.144.2040: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.286203 IP 192.168.139.142.56447 > 192.168.139.144.8100: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.286356 IP 192.168.139.142.56447 > 192.168.139.144.9009: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.286511 IP 192.168.139.142.56447 > 192.168.139.144.iscsi-target: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.286661 IP 192.168.139.142.56447 > 192.168.139.144.5633: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.286813 IP 192.168.139.142.56447 > 192.168.139.144.2251: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.286964 IP 192.168.139.142.56447 > 192.168.139.144.2041: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.287132 IP 192.168.139.142.56447 > 192.168.139.144.msnp: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.287278 IP 192.168.139.142.56447 > 192.168.139.144.7070: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.287426 IP 192.168.139.142.56447 > 192.168.139.144.poppassd: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.287578 IP 192.168.139.142.56447 > 192.168.139.144.rmtcfg: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.287724 IP 192.168.139.142.56447 > 192.168.139.144.gsiftp: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.287871 IP 192.168.139.142.56447 > 192.168.139.144.687: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.288035 IP 192.168.139.142.56447 > 192.168.139.144.19283: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.288247 IP 192.168.139.144.x11-4 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.288335 IP 192.168.139.144.2002 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.288516 IP 192.168.139.144.1165 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.288662 IP 192.168.139.144.1066 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.288748 IP 192.168.139.144.2500 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.288883 IP 192.168.139.144.3945 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.289021 IP 192.168.139.144.1114 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.289112 IP 192.168.139.144.1721 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.289193 IP 192.168.139.144.socks > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.289277 IP 192.168.139.144.2040 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.289358 IP 192.168.139.144.8100 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.289439 IP 192.168.139.144.9009 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.289525 IP 192.168.139.144.iscsi-target > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.289611 IP 192.168.139.144.5633 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.289693 IP 192.168.139.144.2251 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.289777 IP 192.168.139.144.2041 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.289867 IP 192.168.139.144.msnp > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.289947 IP 192.168.139.144.7070 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.290024 IP 192.168.139.144.poppassd > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.290105 IP 192.168.139.144.rmtcfg > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.290187 IP 192.168.139.144.gsiftp > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.290271 IP 192.168.139.144.687 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.290357 IP 192.168.139.144.19283 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.290950 IP 192.168.139.142.56447 > 192.168.139.144.1085: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.291282 IP 192.168.139.142.56447 > 192.168.139.144.kshell: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.291434 IP 192.168.139.142.56447 > 192.168.139.144.3880: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.291521 IP 192.168.139.142.56447 > 192.168.139.144.5440: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.291650 IP 192.168.139.142.56447 > 192.168.139.144.5987: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.291789 IP 192.168.139.142.56447 > 192.168.139.144.417: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.291924 IP 192.168.139.142.56447 > 192.168.139.144.843: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.292146 IP 192.168.139.142.56447 > 192.168.139.144.1277: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.292332 IP 192.168.139.142.56447 > 192.168.139.144.8085: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.292466 IP 192.168.139.142.56447 > 192.168.139.144.14238: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.292599 IP 192.168.139.142.56447 > 192.168.139.144.1067: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.292781 IP 192.168.139.142.56447 > 192.168.139.144.9998: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.292962 IP 192.168.139.142.56447 > 192.168.139.144.3986: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.293132 IP 192.168.139.142.56447 > 192.168.139.144.9485: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.293315 IP 192.168.139.142.56447 > 192.168.139.144.9944: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.293527 IP 192.168.139.142.56447 > 192.168.139.144.1328: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.293624 IP 192.168.139.142.56447 > 192.168.139.144.1164: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.293810 IP 192.168.139.142.56447 > 192.168.139.144.1059: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.293943 IP 192.168.139.142.56447 > 192.168.139.144.1035: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.294026 IP 192.168.139.142.56447 > 192.168.139.144.222: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.294109 IP 192.168.139.142.56447 > 192.168.139.144.daap: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.294187 IP 192.168.139.142.56447 > 192.168.139.144.555: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.294265 IP 192.168.139.142.56447 > 192.168.139.144.45100: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.294341 IP 192.168.139.142.56447 > 192.168.139.144.911: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.294471 IP 192.168.139.142.56447 > 192.168.139.144.2967: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.294593 IP 192.168.139.142.56447 > 192.168.139.144.7778: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.294671 IP 192.168.139.142.56447 > 192.168.139.144.1761: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.294879 IP 192.168.139.144.1085 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.295025 IP 192.168.139.144.kshell > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.295110 IP 192.168.139.144.3880 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.295237 IP 192.168.139.144.5440 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.295367 IP 192.168.139.144.5987 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.295531 IP 192.168.139.144.417 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.295614 IP 192.168.139.144.843 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.295743 IP 192.168.139.144.1277 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.295872 IP 192.168.139.144.8085 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.296080 IP 192.168.139.144.14238 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.296215 IP 192.168.139.144.1067 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.296357 IP 192.168.139.144.9998 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.296438 IP 192.168.139.144.3986 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.296576 IP 192.168.139.144.9485 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.296655 IP 192.168.139.144.9944 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.296791 IP 192.168.139.144.1328 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.296937 IP 192.168.139.144.1164 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.297016 IP 192.168.139.144.1059 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.297075 IP 192.168.139.144.1035 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.297129 IP 192.168.139.144.222 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.297222 IP 192.168.139.144.daap > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.297277 IP 192.168.139.144.555 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.297331 IP 192.168.139.144.45100 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.297384 IP 192.168.139.144.911 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.297438 IP 192.168.139.144.2967 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.297518 IP 192.168.139.144.7778 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.297573 IP 192.168.139.144.1761 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.297676 IP 192.168.139.142.56447 > 192.168.139.144.9040: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.297748 IP 192.168.139.142.56447 > 192.168.139.144.1071: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.297828 IP 192.168.139.142.56447 > 192.168.139.144.zope-ftp: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.298134 IP 192.168.139.142.56447 > 192.168.139.144.5962: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.298275 IP 192.168.139.142.56447 > 192.168.139.144.nrpe: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.298410 IP 192.168.139.142.56447 > 192.168.139.144.264: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.298549 IP 192.168.139.142.56447 > 192.168.139.144.xtell: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.298631 IP 192.168.139.142.56447 > 192.168.139.144.27000: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.298766 IP 192.168.139.142.56447 > 192.168.139.144.4445: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.298894 IP 192.168.139.142.56447 > 192.168.139.144.afpovertcp: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.299032 IP 192.168.139.142.56447 > 192.168.139.144.8086: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.299159 IP 192.168.139.142.56447 > 192.168.139.144.9594: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.299333 IP 192.168.139.142.56447 > 192.168.139.144.787: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.299474 IP 192.168.139.142.56447 > 192.168.139.144.2557: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.299753 IP 192.168.139.142.56447 > 192.168.139.144.6779: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.299883 IP 192.168.139.142.56447 > 192.168.139.144.2046: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.300036 IP 192.168.139.142.56447 > 192.168.139.144.2161: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.300169 IP 192.168.139.142.56447 > 192.168.139.144.8009: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.300352 IP 192.168.139.142.56447 > 192.168.139.144.19315: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.300567 IP 192.168.139.142.56447 > 192.168.139.144.nfs: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.300709 IP 192.168.139.142.56447 > 192.168.139.144.5560: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.300850 IP 192.168.139.142.56447 > 192.168.139.144.5679: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.300986 IP 192.168.139.142.56447 > 192.168.139.144.8800: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
