17:11:35.898180 ARP, Request who-has 192.168.5.130 (Broadcast) tell 192.168.5.129, length 46
17:11:35.898660 ARP, Reply 192.168.5.130 is-at 00:0c:29:36:59:9f (oui Unknown), length 46
17:11:36.100578 IP 192.168.5.129.43804 > 192.168.5.2.domain: 56286+ PTR? 130.5.168.192.in-addr.arpa. (44)
17:11:36.103965 IP 192.168.5.2.domain > 192.168.5.129.43804: 56286 NXDomain 0/0/0 (44)
17:11:36.105885 IP 192.168.5.129.58717 > 192.168.5.130.1723: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:44.668066 IP6 fe80::c0f4:36d1:e888:64f9.mdns > ff02::fb.mdns: 0 AAAA (QM)? wpad.local. (28)
17:11:44.668541 IP6 fe80::c0f4:36d1:e888:64f9.59116 > ff02::1:3.hostmon: UDP, length 22
17:11:44.668569 IP 192.168.5.1.59116 > 224.0.0.252.hostmon: UDP, length 22
17:11:44.670362 IP6 fe80::c0f4:36d1:e888:64f9.62760 > ff02::1:3.hostmon: UDP, length 22
17:11:44.670774 IP 192.168.5.1.62760 > 224.0.0.252.hostmon: UDP, length 22
17:11:44.679541 IP 192.168.5.129.58718 > 192.168.5.130.12345: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:44.679868 IP 192.168.5.130.12345 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:44.760590 IP 192.168.5.129.58717 > 192.168.5.130.7201: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:44.761278 IP 192.168.5.130.7201 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:44.842071 IP 192.168.5.129.58717 > 192.168.5.130.6646: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:44.842533 IP 192.168.5.130.6646 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:44.924272 IP 192.168.5.129.58717 > 192.168.5.130.5214: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:44.924955 IP 192.168.5.130.5214 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:45.006209 IP 192.168.5.129.58717 > 192.168.5.130.8008: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:45.006922 IP 192.168.5.130.8008 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:45.076883 IP6 fe80::c0f4:36d1:e888:64f9.59116 > ff02::1:3.hostmon: UDP, length 22
17:11:45.077183 IP 192.168.5.1.59116 > 224.0.0.252.hostmon: UDP, length 22
17:11:45.080577 IP6 fe80::c0f4:36d1:e888:64f9.62760 > ff02::1:3.hostmon: UDP, length 22
17:11:45.080922 IP 192.168.5.1.62760 > 224.0.0.252.hostmon: UDP, length 22
17:11:45.088345 IP 192.168.5.129.58718 > 192.168.5.130.5214: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:45.089017 IP 192.168.5.130.5214 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:45.169983 IP 192.168.5.129.58717 > 192.168.5.130.6502: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:45.170653 IP 192.168.5.130.6502 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:45.252146 IP 192.168.5.129.58717 > 192.168.5.130.1301: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:45.252875 IP 192.168.5.130.1301 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:45.335164 IP 192.168.5.129.58717 > 192.168.5.130.33: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:45.335905 IP 192.168.5.130.33 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:45.415906 IP 192.168.5.1.netbios-ns > 192.168.5.255.netbios-ns: NBT UDP PACKET(137): QUERY; REQUEST; BROADCAST
17:11:45.416588 IP 192.168.5.129.58717 > 192.168.5.130.1875: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:45.417160 IP 192.168.5.130.1875 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:45.499069 IP 192.168.5.129.58718 > 192.168.5.130.33: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:45.499795 IP 192.168.5.130.33 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:45.580624 IP 192.168.5.129.58717 > 192.168.5.130.1102: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:45.581123 IP 192.168.5.130.1102 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:45.661615 IP 192.168.5.129.58717 > 192.168.5.130.zope-ftp: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:45.661841 IP 192.168.5.1.mdns > 224.0.0.251.mdns: 0 AAAA (QM)? wpad.local. (28)
17:11:45.662112 IP 192.168.5.130.zope-ftp > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:45.662461 IP6 fe80::c0f4:36d1:e888:64f9.mdns > ff02::fb.mdns: 0 AAAA (QM)? wpad.local. (28)
17:11:45.662822 IP 192.168.5.1.mdns > 224.0.0.251.mdns: 0 A (QM)? wpad.local. (28)
17:11:45.663122 IP6 fe80::c0f4:36d1:e888:64f9.mdns > ff02::fb.mdns: 0 A (QM)? wpad.local. (28)
17:11:45.663470 IP 192.168.5.1.mdns > 224.0.0.251.mdns: 0 A (QM)? wpad.local. (28)
17:11:45.663795 IP6 fe80::c0f4:36d1:e888:64f9.mdns > ff02::fb.mdns: 0 A (QM)? wpad.local. (28)
17:11:45.666051 IP 192.168.5.1.mdns > 224.0.0.251.mdns: 0 AAAA (QM)? wpad.local. (28)
17:11:45.666563 IP6 fe80::c0f4:36d1:e888:64f9.mdns > ff02::fb.mdns: 0 AAAA (QM)? wpad.local. (28)
17:11:45.742584 IP 192.168.5.129.58717 > 192.168.5.130.3527: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:45.743069 IP 192.168.5.130.3527 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:45.823864 IP 192.168.5.129.58717 > 192.168.5.130.2008: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:45.824562 IP 192.168.5.130.2008 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:45.906977 IP 192.168.5.129.58718 > 192.168.5.130.3527: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:45.907348 IP 192.168.5.130.3527 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:45.988054 IP 192.168.5.129.58717 > 192.168.5.130.1073: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:45.988621 IP 192.168.5.130.1073 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:46.072186 IP 192.168.5.129.58717 > 192.168.5.130.1082: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:46.072843 IP 192.168.5.130.1082 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:46.155840 IP 192.168.5.129.58717 > 192.168.5.130.1011: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:46.156046 IP 192.168.5.130.1011 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:46.163470 IP 192.168.5.1.netbios-ns > 192.168.5.255.netbios-ns: NBT UDP PACKET(137): QUERY; REQUEST; BROADCAST
17:11:46.238233 IP 192.168.5.129.58717 > 192.168.5.130.cmip-man: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:46.238555 IP 192.168.5.130.cmip-man > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:46.320274 IP 192.168.5.129.58717 > 192.168.5.130.whois: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:46.320889 IP 192.168.5.130.whois > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:46.402532 IP 192.168.5.129.58717 > 192.168.5.130.65000: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:46.403222 IP 192.168.5.130.65000 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:46.484481 IP 192.168.5.129.58718 > 192.168.5.130.whois: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:46.485184 IP 192.168.5.130.whois > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:46.565633 IP 192.168.5.129.58717 > 192.168.5.130.1106: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:46.565835 IP 192.168.5.130.1106 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:46.648520 IP 192.168.5.129.58717 > 192.168.5.130.14000: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:46.648905 IP 192.168.5.130.14000 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:46.729700 IP 192.168.5.129.58717 > 192.168.5.130.x11-2: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:46.729972 IP 192.168.5.130.x11-2 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:46.811623 IP 192.168.5.129.58717 > 192.168.5.130.bacula-dir: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:46.811902 IP 192.168.5.130.bacula-dir > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:46.893572 IP 192.168.5.129.58718 > 192.168.5.130.x11-2: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:46.893830 IP 192.168.5.130.x11-2 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:46.973432 IP 192.168.5.1.55660 > 239.255.255.250.1900: UDP, length 173
17:11:46.975771 IP 192.168.5.129.58717 > 192.168.5.130.1022: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:46.976208 IP 192.168.5.130.1022 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:47.058022 IP 192.168.5.129.58717 > 192.168.5.130.6543: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:47.058624 IP 192.168.5.130.6543 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:47.140348 IP 192.168.5.129.58717 > 192.168.5.130.5998: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:47.141046 IP 192.168.5.130.5998 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:47.222334 IP 192.168.5.129.58717 > 192.168.5.130.5679: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:47.223016 IP 192.168.5.130.5679 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:47.304175 IP 192.168.5.129.58718 > 192.168.5.130.5998: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:47.304925 IP 192.168.5.130.5998 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:47.386196 IP 192.168.5.129.58717 > 192.168.5.130.722: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:47.386884 IP 192.168.5.130.722 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:47.468181 IP 192.168.5.129.58717 > 192.168.5.130.3905: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:47.468990 IP 192.168.5.130.3905 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:47.549734 IP 192.168.5.129.58717 > 192.168.5.130.1132: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:47.549977 IP 192.168.5.130.1132 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:47.630730 IP 192.168.5.129.58717 > 192.168.5.130.1111: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:47.631357 IP 192.168.5.130.1111 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:47.711875 IP 192.168.5.129.58718 > 192.168.5.130.1132: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:47.712618 IP 192.168.5.130.1132 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:47.792750 IP 192.168.5.129.58717 > 192.168.5.130.340: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:47.793447 IP 192.168.5.130.340 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:47.975792 IP 192.168.5.1.55660 > 239.255.255.250.1900: UDP, length 173
17:11:48.877177 IP 192.168.5.129.58717 > 192.168.5.130.787: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.877306 IP 192.168.5.129.58717 > 192.168.5.130.5815: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.877388 IP 192.168.5.129.58717 > 192.168.5.130.1185: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.877457 IP 192.168.5.129.58717 > 192.168.5.130.1174: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.877528 IP 192.168.5.129.58717 > 192.168.5.130.xmpp-server: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.877622 IP 192.168.5.129.58717 > 192.168.5.130.5718: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.877714 IP 192.168.5.129.58717 > 192.168.5.130.rmiregistry: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.877774 IP 192.168.5.129.58717 > 192.168.5.130.902: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.877880 IP 192.168.5.130.787 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.877932 IP 192.168.5.130.5815 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.877972 IP 192.168.5.130.1185 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.878008 IP 192.168.5.130.1174 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.878040 IP 192.168.5.130.xmpp-server > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.878080 IP 192.168.5.130.5718 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.878141 IP 192.168.5.129.58717 > 192.168.5.130.5510: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.878226 IP 192.168.5.129.58717 > 192.168.5.130.2500: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.878287 IP 192.168.5.130.rmiregistry > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.878340 IP 192.168.5.130.902 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.878419 IP 192.168.5.129.58717 > 192.168.5.130.msnp: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.878491 IP 192.168.5.130.5510 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.878531 IP 192.168.5.130.2500 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.878691 IP 192.168.5.130.msnp > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.878760 IP 192.168.5.129.58717 > 192.168.5.130.15003: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.878833 IP 192.168.5.129.58717 > 192.168.5.130.2048: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.878892 IP 192.168.5.129.58717 > 192.168.5.130.44501: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.878977 IP 192.168.5.129.58717 > 192.168.5.130.8090: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.879065 IP 192.168.5.130.15003 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.879118 IP 192.168.5.130.2048 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.879188 IP 192.168.5.129.58717 > 192.168.5.130.nntp: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.879234 IP 192.168.5.129.58717 > 192.168.5.130.27353: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.879296 IP 192.168.5.130.44501 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.879376 IP 192.168.5.130.8090 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.879512 IP 192.168.5.130.nntp > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.879600 IP 192.168.5.130.27353 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.879677 IP 192.168.5.129.58717 > 192.168.5.130.9040: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.879736 IP 192.168.5.129.58717 > 192.168.5.130.finger: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.879794 IP 192.168.5.129.58717 > 192.168.5.130.proofd: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.879895 IP 192.168.5.129.58717 > 192.168.5.130.1076: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.879955 IP 192.168.5.129.58717 > 192.168.5.130.9500: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.880060 IP 192.168.5.130.9040 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.880119 IP 192.168.5.130.finger > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.880160 IP 192.168.5.130.proofd > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.880399 IP 192.168.5.130.1076 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.880485 IP 192.168.5.130.9500 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.880660 IP 192.168.5.129.58717 > 192.168.5.130.1217: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.880731 IP 192.168.5.129.58717 > 192.168.5.130.gris: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.880965 IP 192.168.5.130.1217 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.881019 IP 192.168.5.130.gris > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.881081 IP 192.168.5.129.58717 > 192.168.5.130.4001: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.881193 IP 192.168.5.129.58717 > 192.168.5.130.33354: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.881285 IP 192.168.5.129.58717 > 192.168.5.130.52673: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.881377 IP 192.168.5.130.4001 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.881456 IP 192.168.5.130.33354 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.881554 IP 192.168.5.130.52673 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.881624 IP 192.168.5.129.58717 > 192.168.5.130.9900: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.881851 IP 192.168.5.130.9900 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.881890 IP 192.168.5.129.58717 > 192.168.5.130.1045: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.881920 IP 192.168.5.129.58717 > 192.168.5.130.9290: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.882043 IP 192.168.5.130.1045 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.882074 IP 192.168.5.130.9290 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.882106 IP 192.168.5.129.58717 > 192.168.5.130.7512: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.882133 IP 192.168.5.129.58717 > 192.168.5.130.30951: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.882162 IP 192.168.5.129.58717 > 192.168.5.130.2009: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.882217 IP 192.168.5.129.58717 > 192.168.5.130.2909: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.882260 IP 192.168.5.130.7512 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.882287 IP 192.168.5.130.30951 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.882326 IP 192.168.5.129.58717 > 192.168.5.130.1461: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.882369 IP 192.168.5.130.2009 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.882403 IP 192.168.5.130.2909 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.882440 IP 192.168.5.129.58717 > 192.168.5.130.26: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.882480 IP 192.168.5.130.1461 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.882523 IP 192.168.5.129.58717 > 192.168.5.130.5801: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.882556 IP 192.168.5.130.26 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.882594 IP 192.168.5.129.58717 > 192.168.5.130.10616: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.882627 IP 192.168.5.130.5801 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.882669 IP 192.168.5.129.58717 > 192.168.5.130.1271: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
